Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,272.400,72.651,0.631,60.698,67.290,79.599,94.997,106.426,194.946,386.113,0.014
5,215.000,84.466,10.021,67.082,76.556,93.722,118.683,130.237,201.149,492.843,0.012
10,212.400,87.240,14.187,70.100,79.090,93.786,121.425,134.266,221.822,299.208,0.011
15,232.200,79.134,12.815,65.830,75.544,87.926,105.150,114.878,134.366,222.321,0.013
20,207.800,89.245,14.602,74.919,82.982,97.881,118.511,131.289,158.291,369.241,0.011
25,216.000,79.365,12.389,64.141,71.947,84.558,101.985,119.511,205.078,277.271,0.013
30,202.800,90.086,13.831,77.024,85.039,100.774,116.091,126.130,146.664,206.167,0.011
35,211.400,91.608,14.446,75.511,85.582,102.359,121.762,138.188,184.658,236.124,0.011
40,206.200,86.320,13.373,72.344,81.707,96.042,114.215,125.943,146.580,250.837,0.012
45,195.600,89.112,13.394,76.234,83.171,98.422,117.851,127.512,157.718,305.836,0.011
50,220.200,83.268,16.026,68.189,77.941,92.033,112.935,126.106,169.332,218.301,0.012
55,189.400,90.663,15.102,75.923,85.509,99.363,120.815,134.844,157.985,207.009,0.011
